Adresse,Nombre de pièces,Époque de construction,Type de location,Loyer minimum (€/m²),Loyer médian (€/m²),Loyer maximum (€/m²)
"Rue du Liban, 75120 Paris",4 pièces et plus,1971-1990,non meublée,14.1,20.1,24.1
"Rue du Liban, 75120 Paris",4 pièces et plus,après 1990,meublée,15.8,22.6,27.1
"Rue du Liban, 75120 Paris",4 pièces et plus,après 1990,non meublée,13.9,19.8,23.8
"Rue Weber, 75116 Paris",1 pièce,avant 1946,meublée,23.5,33.6,40.3
"Rue Weber, 75116 Paris",1 pièce,avant 1946,non meublée,23.5,33.6,40.3
"Rue Weber, 75116 Paris",1 pièce,1946-1970,meublée,23.7,33.9,40.7
"Rue Weber, 75116 Paris",1 pièce,1946-1970,non meublée,20.8,29.7,35.6
"Rue Weber, 75116 Paris",1 pièce,1971-1990,meublée,24.2,34.5,41.4
"Rue Weber, 75116 Paris",1 pièce,1971-1990,non meublée,21.2,30.3,36.4
"Rue Weber, 75116 Paris",1 pièce,après 1990,meublée,23.5,33.6,40.3
"Rue Weber, 75116 Paris",1 pièce,après 1990,non meublée,20.7,29.5,35.4
"Rue Weber, 75116 Paris",2 pièces,avant 1946,meublée,21.5,30.7,36.8
"Rue Weber, 75116 Paris",2 pièces,avant 1946,non meublée,18.8,26.9,32.3
"Rue Weber, 75116 Paris",2 pièces,1946-1970,meublée,22.4,32.0,38.4
"Rue Weber, 75116 Paris",2 pièces,1946-1970,non meublée,19.7,28.1,33.7
"Rue Weber, 75116 Paris",2 pièces,1971-1990,meublée,22.2,31.7,38.0
"Rue Weber, 75116 Paris",2 pièces,1971-1990,non meublée,19.5,27.8,33.4
"Rue Weber, 75116 Paris",2 pièces,après 1990,meublée,22.6,32.3,38.8
"Rue Weber, 75116 Paris",2 pièces,après 1990,non meublée,19.8,28.3,34.0
"Rue Weber, 75116 Paris",3 pièces,avant 1946,meublée,20.3,29.0,34.8
"Rue Weber, 75116 Paris",3 pièces,avant 1946,non meublée,17.8,25.4,30.5
"Rue Weber, 75116 Paris",3 pièces,1946-1970,meublée,21.7,31.0,37.2
"Rue Weber, 75116 Paris",3 pièces,1946-1970,non meublée,19.0,27.2,32.6
"Rue Weber, 75116 Paris",3 pièces,1971-1990,meublée,21.3,30.4,36.5
"Rue Weber, 75116 Paris",3 pièces,1971-1990,non meublée,18.7,26.7,32.0
"Rue Weber, 75116 Paris",3 pièces,après 1990,meublée,20.9,29.8,35.8
"Rue Weber, 75116 Paris",3 pièces,après 1990,non meublée,18.3,26.1,31.3
"Rue Weber, 75116 Paris",4 pièces et plus,avant 1946,meublée,20.1,28.7,34.4
"Rue Weber, 75116 Paris",4 pièces et plus,avant 1946,non meublée,17.6,25.2,30.2
"Rue Weber, 75116 Paris",4 pièces et plus,1946-1970,meublée,20.4,29.1,34.9
"Rue Weber, 75116 Paris",4 pièces et plus,1946-1970,non meublée,17.9,25.5,30.6
"Rue Weber, 75116 Paris",4 pièces et plus,1971-1990,meublée,20.5,29.3,35.2
"Rue Weber, 75116 Paris",4 pièces et plus,1971-1990,non meublée,18.0,25.7,30.8
"Rue Weber, 75116 Paris",4 pièces et plus,après 1990,meublée,20.7,29.5,35.4
"Rue Weber, 75116 Paris",4 pièces et plus,après 1990,non meublée,18.1,25.9,31.1
"Rue Legendre, 75117 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"Rue Legendre, 75117 Paris",1 pièce,avant 1946,non meublée,24.1,34.4,41.3
"Rue Legendre, 75117 Paris",1 pièce,1946-1970,meublée,20.9,29.8,35.8
"Rue Legendre, 75117 Paris",1 pièce,1946-1970,non meublée,18.3,26.1,31.3
"Rue Legendre, 75117 Paris",1 pièce,1971-1990,meublée,22.1,31.6,37.9
"Rue Legendre, 75117 Paris",1 pièce,1971-1990,non meublée,19.4,27.7,33.2
"Rue Legendre, 75117 Paris",1 pièce,après 1990,meublée,23.3,33.3,40.0
"Rue Legendre, 75117 Paris",1 pièce,après 1990,non meublée,20.4,29.2,35.0
"Rue Legendre, 75117 Paris",2 pièces,avant 1946,meublée,21.0,30.0,36.0
"Rue Legendre, 75117 Paris",2 pièces,avant 1946,non meublée,18.4,26.3,31.6
"Rue Legendre, 75117 Paris",2 pièces,1946-1970,meublée,18.6,26.6,31.9
"Rue Legendre, 75117 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Rue Legendre, 75117 Paris",2 pièces,1971-1990,meublée,19.2,27.4,32.9
"Rue Legendre, 75117 Paris",2 pièces,1971-1990,non meublée,16.8,24,28.8
"Rue Legendre, 75117 Paris",2 pièces,après 1990,meublée,19.0,27.2,32.6
"Rue Legendre, 75117 Paris",2 pièces,après 1990,non meublée,16.7,23.9,28.7
"Rue Legendre, 75117 Paris",3 pièces,avant 1946,meublée,20.0,28.5,34.2
"Rue Legendre, 75117 Paris",3 pièces,avant 1946,non meublée,17.5,25,30.0
"Rue Legendre, 75117 Paris",3 pièces,1946-1970,meublée,17.2,24.6,29.5
"Rue Legendre, 75117 Paris",3 pièces,1946-1970,non meublée,15.1,21.6,25.9
"Rue Legendre, 75117 Paris",3 pièces,1971-1990,meublée,18.3,26.2,31.4
"Rue Legendre, 75117 Paris",3 pièces,1971-1990,non meublée,16.1,23,27.6
"Rue Legendre, 75117 Paris",3 pièces,après 1990,meublée,17.4,24.9,29.9
"Rue Legendre, 75117 Paris",3 pièces,après 1990,non meublée,15.3,21.8,26.2
"Rue Legendre, 75117 Paris",4 pièces et plus,avant 1946,meublée,18.1,25.8,31.0
"Rue Legendre, 75117 Paris",4 pièces et plus,avant 1946,non meublée,15.8,22.6,27.1
"Rue Legendre, 75117 Paris",4 pièces et plus,1946-1970,meublée,17.3,24.7,29.6
"Rue Legendre, 75117 Paris",4 pièces et plus,1946-1970,non meublée,15.2,21.7,26.0
"Rue Legendre, 75117 Paris",4 pièces et plus,1971-1990,meublée,18.1,25.9,31.1
"Rue Legendre, 75117 Paris",4 pièces et plus,1971-1990,non meublée,15.9,22.7,27.2
"Rue Legendre, 75117 Paris",4 pièces et plus,après 1990,meublée,18.0,25.7,30.8
"Rue Legendre, 75117 Paris",4 pièces et plus,après 1990,non meublée,15.8,22.5,27.0
"Rue des Martyrs, 75109 Paris",1 pièce,avant 1946,meublée,22.3,31.9,38.3
"Rue des Martyrs, 75109 Paris",1 pièce,avant 1946,non meublée,22.3,31.9,38.3
"Rue des Martyrs, 75109 Paris",1 pièce,1946-1970,meublée,21.2,30.3,36.4
"Rue des Martyrs, 75109 Paris",1 pièce,1946-1970,non meublée,18.6,26.6,31.9
"Rue des Martyrs, 75109 Paris",1 pièce,1971-1990,meublée,19.9,28.4,34.1
"Rue des Martyrs, 75109 Paris",1 pièce,1971-1990,non meublée,17.4,24.9,29.9
"Rue des Martyrs, 75109 Paris",1 pièce,après 1990,meublée,19.6,28.0,33.6
"Rue des Martyrs, 75109 Paris",1 pièce,après 1990,non meublée,17.2,24.6,29.5
"Rue des Martyrs, 75109 Paris",2 pièces,avant 1946,meublée,19.6,28.0,33.6
"Rue des Martyrs, 75109 Paris",2 pièces,avant 1946,non meublée,17.2,24.6,29.5
"Rue des Martyrs, 75109 Paris",2 pièces,1946-1970,meublée,17.9,25.5,30.6
"Rue des Martyrs, 75109 Paris",2 pièces,1946-1970,non meublée,15.7,22.4,26.9
"Rue des Martyrs, 75109 Paris",2 pièces,1971-1990,meublée,19.4,27.7,33.2
"Rue des Martyrs, 75109 Paris",2 pièces,1971-1990,non meublée,17.0,24.3,29.2
"Rue des Martyrs, 75109 Paris",2 pièces,après 1990,meublée,19.9,28.4,34.1
"Rue des Martyrs, 75109 Paris",2 pièces,après 1990,non meublée,17.4,24.9,29.9
"Rue des Martyrs, 75109 Paris",3 pièces,avant 1946,meublée,18.2,26.0,31.2
"Rue des Martyrs, 75109 Paris",3 pièces,avant 1946,non meublée,16.0,22.8,27.4
"Rue des Martyrs, 75109 Paris",3 pièces,1946-1970,meublée,15.8,22.5,27.0
"Rue des Martyrs, 75109 Paris",3 pièces,1946-1970,non meublée,13.8,19.7,23.6
"Rue des Martyrs, 75109 Paris",3 pièces,1971-1990,meublée,18.1,25.9,31.1
"Rue des Martyrs, 75109 Paris",3 pièces,1971-1990,non meublée,15.9,22.7,27.2
"Rue des Martyrs, 75109 Paris",3 pièces,après 1990,meublée,19.0,27.1,32.5
"Rue des Martyrs, 75109 Paris",3 pièces,après 1990,non meublée,16.7,23.8,28.6
"Rue des Martyrs, 75109 Paris",4 pièces et plus,avant 1946,meublée,18.1,25.9,31.1
"Rue des Martyrs, 75109 Paris",4 pièces et plus,avant 1946,non meublée,15.9,22.7,27.2
"Rue des Martyrs, 75109 Paris",4 pièces et plus,1946-1970,meublée,14.8,21.1,25.3
"Rue des Martyrs, 75109 Paris",4 pièces et plus,1946-1970,non meublée,13.0,18.5,22.2
"Rue des Martyrs, 75109 Paris",4 pièces et plus,1971-1990,meublée,16.2,23.1,27.7
"Rue des Martyrs, 75109 Paris",4 pièces et plus,1971-1990,non meublée,14.2,20.3,24.4
"Rue des Martyrs, 75109 Paris",4 pièces et plus,après 1990,meublée,17.6,25.2,30.2
"Rue des Martyrs, 75109 Paris",4 pièces et plus,après 1990,non meublée,15.5,22.1,26.5
"Villa Godin, 75120 Paris",1 pièce,avant 1946,meublée,20.6,29.4,35.3
"Villa Godin, 75120 Paris",1 pièce,avant 1946,non meublée,20.6,29.4,35.3
"Villa Godin, 75120 Paris",1 pièce,1946-1970,meublée,20.2,28.8,34.6
"Villa Godin, 75120 Paris",1 pièce,1946-1970,non meublée,17.7,25.3,30.4
"Villa Godin, 75120 Paris",1 pièce,1971-1990,meublée,19.0,27.2,32.6
"Villa Godin, 75120 Paris",1 pièce,1971-1990,non meublée,16.7,23.9,28.7
"Villa Godin, 75120 Paris",1 pièce,après 1990,meublée,20.7,29.6,35.5
"Villa Godin, 75120 Paris",1 pièce,après 1990,non meublée,18.2,26,31.2
"Villa Godin, 75120 Paris",2 pièces,avant 1946,meublée,19.0,27.1,32.5
"Villa Godin, 75120 Paris",2 pièces,avant 1946,non meublée,16.7,23.8,28.6
"Villa Godin, 75120 Paris",2 pièces,1946-1970,meublée,17.2,24.6,29.5
"Villa Godin, 75120 Paris",2 pièces,1946-1970,non meublée,15.1,21.6,25.9
"Villa Godin, 75120 Paris",2 pièces,1971-1990,meublée,17.1,24.4,29.3
"Villa Godin, 75120 Paris",2 pièces,1971-1990,non meublée,15.0,21.4,25.7
"Villa Godin, 75120 Paris",2 pièces,après 1990,meublée,19.0,27.1,32.5
"Villa Godin, 75120 Paris",2 pièces,après 1990,non meublée,16.7,23.8,28.6
"Villa Godin, 75120 Paris",3 pièces,avant 1946,meublée,16.9,24.2,29.0
"Villa Godin, 75120 Paris",3 pièces,avant 1946,non meublée,14.8,21.2,25.4
"Villa Godin, 75120 Paris",3 pièces,1946-1970,meublée,16.0,22.9,27.5
"Villa Godin, 75120 Paris",3 pièces,1946-1970,non meublée,14.1,20.1,24.1
"Villa Godin, 75120 Paris",3 pièces,1971-1990,meublée,15.9,22.7,27.2
"Villa Godin, 75120 Paris",3 pièces,1971-1990,non meublée,13.9,19.9,23.9
"Villa Godin, 75120 Paris",3 pièces,après 1990,meublée,16.7,23.9,28.7
"Villa Godin, 75120 Paris",3 pièces,après 1990,non meublée,14.7,21,25.2
"Villa Godin, 75120 Paris",4 pièces et plus,avant 1946,meublée,16.0,22.9,27.5
"Villa Godin, 75120 Paris",4 pièces et plus,avant 1946,non meublée,14.1,20.1,24.1
"Villa Godin, 75120 Paris",4 pièces et plus,1946-1970,meublée,14.8,21.1,25.3
"Villa Godin, 75120 Paris",4 pièces et plus,1946-1970,non meublée,13.0,18.5,22.2
"Villa Godin, 75120 Paris",4 pièces et plus,1971-1990,meublée,14.0,20.0,24.0
"Villa Godin, 75120 Paris",4 pièces et plus,1971-1990,non meublée,12.3,17.5,21.0
"Villa Godin, 75120 Paris",4 pièces et plus,après 1990,meublée,17.0,24.3,29.2
"Villa Godin, 75120 Paris",4 pièces et plus,après 1990,non meublée,14.9,21.3,25.6
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,avant 1946,meublée,26.7,38.1,45.7
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,avant 1946,non meublée,26.7,38.1,45.7
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,1946-1970,meublée,27.6,39.4,47.3
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,1946-1970,non meublée,24.2,34.6,41.5
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,1971-1990,meublée,26.6,38.0,45.6
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,1971-1990,non meublée,23.3,33.3,40.0
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,après 1990,meublée,28.5,40.7,48.8
"Avenue Silvestre de Sacy, 75107 Paris",1 pièce,après 1990,non meublée,25.0,35.7,42.8
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,avant 1946,meublée,23.6,33.7,40.4
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,avant 1946,non meublée,20.7,29.6,35.5
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,1946-1970,meublée,23.8,34.0,40.8
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,1946-1970,non meublée,20.9,29.8,35.8
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,1971-1990,meublée,22.7,32.4,38.9
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,1971-1990,non meublée,19.9,28.4,34.1
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,après 1990,meublée,24.6,35.1,42.1
"Avenue Silvestre de Sacy, 75107 Paris",2 pièces,après 1990,non meublée,21.6,30.8,37.0
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,avant 1946,meublée,22.3,31.9,38.3
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,avant 1946,non meublée,19.6,28,33.6
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,1946-1970,meublée,22.2,31.7,38.0
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,1946-1970,non meublée,19.5,27.8,33.4
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,1971-1990,meublée,22.7,32.4,38.9
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,1971-1990,non meublée,19.9,28.4,34.1
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,après 1990,meublée,23.8,34.0,40.8
"Avenue Silvestre de Sacy, 75107 Paris",3 pièces,après 1990,non meublée,20.9,29.8,35.8
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,avant 1946,meublée,23.5,33.5,40.2
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,avant 1946,non meublée,20.6,29.4,35.3
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,1946-1970,meublée,20.5,29.3,35.2
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,1946-1970,non meublée,18.0,25.7,30.8
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,1971-1990,meublée,20.9,29.8,35.8
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,1971-1990,non meublée,18.3,26.1,31.3
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,après 1990,meublée,24.4,34.9,41.9
"Avenue Silvestre de Sacy, 75107 Paris",4 pièces et plus,après 1990,non meublée,21.4,30.6,36.7
"Rue Regnault, 75113 Paris",1 pièce,avant 1946,meublée,21.8,31.1,37.3
"Rue Regnault, 75113 Paris",1 pièce,avant 1946,non meublée,21.8,31.1,37.3
"Rue Regnault, 75113 Paris",1 pièce,1946-1970,meublée,20.4,29.1,34.9
"Rue Regnault, 75113 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue Regnault, 75113 Paris",1 pièce,1971-1990,meublée,17.3,24.7,29.6
"Rue Regnault, 75113 Paris",1 pièce,1971-1990,non meublée,15.2,21.7,26.0
"Rue Regnault, 75113 Paris",1 pièce,après 1990,meublée,19.0,27.2,32.6
"Rue Regnault, 75113 Paris",1 pièce,après 1990,non meublée,16.7,23.9,28.7
"Rue Regnault, 75113 Paris",2 pièces,avant 1946,meublée,18.7,26.7,32.0
"Rue Regnault, 75113 Paris",2 pièces,avant 1946,non meublée,16.4,23.4,28.1
"Rue Regnault, 75113 Paris",2 pièces,1946-1970,meublée,16.2,23.1,27.7
"Rue Regnault, 75113 Paris",2 pièces,1946-1970,non meublée,14.2,20.3,24.4
"Rue Regnault, 75113 Paris",2 pièces,1971-1990,meublée,15.3,21.8,26.2
"Rue Regnault, 75113 Paris",2 pièces,1971-1990,non meublée,13.4,19.1,22.9
"Rue Regnault, 75113 Paris",2 pièces,après 1990,meublée,17.2,24.6,29.5
"Rue Regnault, 75113 Paris",2 pièces,après 1990,non meublée,15.1,21.6,25.9
"Rue Regnault, 75113 Paris",3 pièces,avant 1946,meublée,16.9,24.1,28.9
"Rue Regnault, 75113 Paris",3 pièces,avant 1946,non meublée,14.8,21.1,25.3
"Rue Regnault, 75113 Paris",3 pièces,1946-1970,meublée,14.1,20.1,24.1
"Rue Regnault, 75113 Paris",3 pièces,1946-1970,non meublée,12.3,17.6,21.1
"Rue Regnault, 75113 Paris",3 pièces,1971-1990,meublée,14.2,20.3,24.4
"Rue Regnault, 75113 Paris",3 pièces,1971-1990,non meublée,12.5,17.8,21.4
"Rue Regnault, 75113 Paris",3 pièces,après 1990,meublée,15.6,22.3,26.8
"Rue Regnault, 75113 Paris",3 pièces,après 1990,non meublée,13.7,19.6,23.5
"Rue Regnault, 75113 Paris",4 pièces et plus,avant 1946,meublée,16.4,23.4,28.1
"Rue Regnault, 75113 Paris",4 pièces et plus,avant 1946,non meublée,14.4,20.5,24.6
"Rue Regnault, 75113 Paris",4 pièces et plus,1946-1970,meublée,12.7,18.1,21.7
"Rue Regnault, 75113 Paris",4 pièces et plus,1946-1970,non meublée,11.1,15.9,19.1
"Rue Regnault, 75113 Paris",4 pièces et plus,1971-1990,meublée,11.6,16.6,19.9
"Rue Regnault, 75113 Paris",4 pièces et plus,1971-1990,non meublée,10.2,14.6,17.5
"Rue Regnault, 75113 Paris",4 pièces et plus,après 1990,meublée,14.7,21.0,25.2
"Rue Regnault, 75113 Paris",4 pièces et plus,après 1990,non meublée,12.9,18.4,22.1
"Rue Léon, 75118 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Rue Léon, 75118 Paris",1 pièce,avant 1946,non meublée,23.6,33.7,40.4
"Rue Léon, 75118 Paris",1 pièce,1946-1970,meublée,20.4,29.2,35.0
"Rue Léon, 75118 Paris",1 pièce,1946-1970,non meublée,17.9,25.6,30.7
"Rue Léon, 75118 Paris",1 pièce,1971-1990,meublée,21.6,30.8,37.0
"Rue Léon, 75118 Paris",1 pièce,1971-1990,non meublée,18.9,27,32.4
"Rue Léon, 75118 Paris",1 pièce,après 1990,meublée,19.9,28.4,34.1
"Rue Léon, 75118 Paris",1 pièce,après 1990,non meublée,17.4,24.9,29.9
"Rue Léon, 75118 Paris",2 pièces,avant 1946,meublée,20.3,29.0,34.8
"Rue Léon, 75118 Paris",2 pièces,avant 1946,non meublée,17.8,25.4,30.5
"Rue Léon, 75118 Paris",2 pièces,1946-1970,meublée,19.6,28.0,33.6
"Rue Léon, 75118 Paris",2 pièces,1946-1970,non meublée,17.2,24.6,29.5
"Rue Léon, 75118 Paris",2 pièces,1971-1990,meublée,19.5,27.8,33.4
"Rue Léon, 75118 Paris",2 pièces,1971-1990,non meublée,17.1,24.4,29.3
"Rue Léon, 75118 Paris",2 pièces,après 1990,meublée,18.1,25.8,31.0
"Rue Léon, 75118 Paris",2 pièces,après 1990,non meublée,15.8,22.6,27.1
"Rue Léon, 75118 Paris",3 pièces,avant 1946,meublée,19.2,27.4,32.9
"Rue Léon, 75118 Paris",3 pièces,avant 1946,non meublée,16.8,24,28.8
"Rue Léon, 75118 Paris",3 pièces,1946-1970,meublée,16.2,23.1,27.7
"Rue Léon, 75118 Paris",3 pièces,1946-1970,non meublée,14.2,20.3,24.4
"Rue Léon, 75118 Paris",3 pièces,1971-1990,meublée,16.0,22.9,27.5
"Rue Léon, 75118 Paris",3 pièces,1971-1990,non meublée,14.1,20.1,24.1
"Rue Léon, 75118 Paris",3 pièces,après 1990,meublée,17.9,25.5,30.6
"Rue Léon, 75118 Paris",3 pièces,après 1990,non meublée,15.7,22.4,26.9
"Rue Léon, 75118 Paris",4 pièces et plus,avant 1946,meublée,17.8,25.4,30.5
"Rue Léon, 75118 Paris",4 pièces et plus,avant 1946,non meublée,15.6,22.3,26.8
"Rue Léon, 75118 Paris",4 pièces et plus,1946-1970,meublée,18.2,26.0,31.2
"Rue Léon, 75118 Paris",4 pièces et plus,1946-1970,non meublée,16.0,22.8,27.4
"Rue Léon, 75118 Paris",4 pièces et plus,1971-1990,meublée,16.0,22.9,27.5
"Rue Léon, 75118 Paris",4 pièces et plus,1971-1990,non meublée,14.1,20.1,24.1
"Rue Léon, 75118 Paris",4 pièces et plus,après 1990,meublée,15.8,22.6,27.1
"Rue Léon, 75118 Paris",4 pièces et plus,après 1990,non meublée,13.9,19.8,23.8
"Rue Gandon, 75113 Paris",1 pièce,avant 1946,meublée,24.7,35.3,42.4
"Rue Gandon, 75113 Paris",1 pièce,avant 1946,non meublée,24.7,35.3,42.4
"Rue Gandon, 75113 Paris",1 pièce,1946-1970,meublée,19.8,28.3,34.0
"Rue Gandon, 75113 Paris",1 pièce,1946-1970,non meublée,17.4,24.8,29.8
"Rue Gandon, 75113 Paris",1 pièce,1971-1990,meublée,22.3,31.9,38.3
"Rue Gandon, 75113 Paris",1 pièce,1971-1990,non meublée,19.6,28,33.6
"Rue Gandon, 75113 Paris",1 pièce,après 1990,meublée,22.9,32.7,39.2
"Rue Gandon, 75113 Paris",1 pièce,après 1990,non meublée,20.1,28.7,34.4
"Rue Gandon, 75113 Paris",2 pièces,avant 1946,meublée,20.9,29.9,35.9
"Rue Gandon, 75113 Paris",2 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue Gandon, 75113 Paris",2 pièces,1946-1970,meublée,18.8,26.8,32.2
"Rue Gandon, 75113 Paris",2 pièces,1946-1970,non meublée,16.5,23.5,28.2
"Rue Gandon, 75113 Paris",2 pièces,1971-1990,meublée,18.1,25.9,31.1
"Rue Gandon, 75113 Paris",2 pièces,1971-1990,non meublée,15.9,22.7,27.2
"Rue Gandon, 75113 Paris",2 pièces,après 1990,meublée,21.1,30.1,36.1
"Rue Gandon, 75113 Paris",2 pièces,après 1990,non meublée,18.5,26.4,31.7
"Rue Gandon, 75113 Paris",3 pièces,avant 1946,meublée,19.0,27.2,32.6
"Rue Gandon, 75113 Paris",3 pièces,avant 1946,non meublée,16.7,23.9,28.7
"Rue Gandon, 75113 Paris",3 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue Gandon, 75113 Paris",3 pièces,1946-1970,non meublée,14.7,21,25.2
"Rue Gandon, 75113 Paris",3 pièces,1971-1990,meublée,17.1,24.4,29.3
"Rue Gandon, 75113 Paris",3 pièces,1971-1990,non meublée,15.0,21.4,25.7
"Rue Gandon, 75113 Paris",3 pièces,après 1990,meublée,18.1,25.8,31.0
"Rue Gandon, 75113 Paris",3 pièces,après 1990,non meublée,15.8,22.6,27.1
"Rue Gandon, 75113 Paris",4 pièces et plus,avant 1946,meublée,15.8,22.6,27.1
"Rue Gandon, 75113 Paris",4 pièces et plus,avant 1946,non meublée,13.9,19.8,23.8
"Rue Gandon, 75113 Paris",4 pièces et plus,1946-1970,meublée,15.2,21.7,26.0
"Rue Gandon, 75113 Paris",4 pièces et plus,1946-1970,non meublée,13.3,19,22.8
"Rue Gandon, 75113 Paris",4 pièces et plus,1971-1990,meublée,17.6,25.2,30.2
"Rue Gandon, 75113 Paris",4 pièces et plus,1971-1990,non meublée,15.5,22.1,26.5
"Rue Gandon, 75113 Paris",4 pièces et plus,après 1990,meublée,17.6,25.2,30.2
"Rue Gandon, 75113 Paris",4 pièces et plus,après 1990,non meublée,15.5,22.1,26.5
"Passage Lemoine, 75102 Paris",1 pièce,avant 1946,meublée,26.3,37.5,45.0
"Passage Lemoine, 75102 Paris",1 pièce,avant 1946,non meublée,26.3,37.5,45.0
"Passage Lemoine, 75102 Paris",1 pièce,1946-1970,meublée,25.8,36.8,44.2
"Passage Lemoine, 75102 Paris",1 pièce,1946-1970,non meublée,22.6,32.3,38.8
"Passage Lemoine, 75102 Paris",1 pièce,1971-1990,meublée,24.9,35.6,42.7
"Passage Lemoine, 75102 Paris",1 pièce,1971-1990,non meublée,21.8,31.2,37.4
"Passage Lemoine, 75102 Paris",1 pièce,après 1990,meublée,23.6,33.7,40.4
"Passage Lemoine, 75102 Paris",1 pièce,après 1990,non meublée,20.7,29.6,35.5
"Passage Lemoine, 75102 Paris",2 pièces,avant 1946,meublée,23.3,33.3,40.0
"Passage Lemoine, 75102 Paris",2 pièces,avant 1946,non meublée,20.4,29.2,35.0
"Passage Lemoine, 75102 Paris",2 pièces,1946-1970,meublée,19.0,27.2,32.6
"Passage Lemoine, 75102 Paris",2 pièces,1946-1970,non meublée,16.7,23.9,28.7
"Passage Lemoine, 75102 Paris",2 pièces,1971-1990,meublée,19.0,27.2,32.6
"Passage Lemoine, 75102 Paris",2 pièces,1971-1990,non meublée,16.7,23.9,28.7
"Passage Lemoine, 75102 Paris",2 pièces,après 1990,meublée,19.3,27.6,33.1
"Passage Lemoine, 75102 Paris",2 pièces,après 1990,non meublée,16.9,24.2,29.0
"Passage Lemoine, 75102 Paris",3 pièces,avant 1946,meublée,20.9,29.9,35.9
"Passage Lemoine, 75102 Paris",3 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Passage Lemoine, 75102 Paris",3 pièces,1946-1970,meublée,18.2,26.0,31.2
"Passage Lemoine, 75102 Paris",3 pièces,1946-1970,non meublée,16.0,22.8,27.4
"Passage Lemoine, 75102 Paris",3 pièces,1971-1990,meublée,20.5,29.3,35.2
"Passage Lemoine, 75102 Paris",3 pièces,1971-1990,non meublée,18.0,25.7,30.8
"Passage Lemoine, 75102 Paris",3 pièces,après 1990,meublée,18.9,27.0,32.4
"Passage Lemoine, 75102 Paris",3 pièces,après 1990,non meublée,16.6,23.7,28.4
"Passage Lemoine, 75102 Paris",4 pièces et plus,avant 1946,meublée,21.1,30.1,36.1
"Passage Lemoine, 75102 Paris",4 pièces et plus,avant 1946,non meublée,18.5,26.4,31.7
"Passage Lemoine, 75102 Paris",4 pièces et plus,1946-1970,meublée,19.3,27.5,33.0
"Passage Lemoine, 75102 Paris",4 pièces et plus,1946-1970,non meublée,16.9,24.1,28.9
"Passage Lemoine, 75102 Paris",4 pièces et plus,1971-1990,meublée,19.8,28.3,34.0
"Passage Lemoine, 75102 Paris",4 pièces et plus,1971-1990,non meublée,17.4,24.8,29.8
"Passage Lemoine, 75102 Paris",4 pièces et plus,après 1990,meublée,20.0,28.6,34.3
"Passage Lemoine, 75102 Paris",4 pièces et plus,après 1990,non meublée,17.6,25.1,30.1
"Rue Bridaine, 75117 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"Rue Bridaine, 75117 Paris",1 pièce,avant 1946,non meublée,24.1,34.4,41.3
"Rue Bridaine, 75117 Paris",1 pièce,1946-1970,meublée,20.9,29.8,35.8
"Rue Bridaine, 75117 Paris",1 pièce,1946-1970,non meublée,18.3,26.1,31.3
"Rue Bridaine, 75117 Paris",1 pièce,1971-1990,meublée,22.1,31.6,37.9
"Rue Bridaine, 75117 Paris",1 pièce,1971-1990,non meublée,19.4,27.7,33.2
"Rue Bridaine, 75117 Paris",1 pièce,après 1990,meublée,23.3,33.3,40.0
