name,latitude,longitude,type
Unknown,48.8322455,2.3717062,post_box
Unknown,48.8303365,2.3731011,post_box
Unknown,48.8296405,2.3757455,post_box
Unknown,48.8879287,2.2889555,post_box
Unknown,48.8889777,2.2934661,post_box
Unknown,48.8901934,2.2961027,post_box
Sept Parnassiens,48.8424152,2.3276286,cinema
Parking Montparnasse Raspail,48.8413742,2.331055,parking_entrance
TotalEnergies,48.9003252,2.3734463,fuel
Unknown,48.8319463,2.3583201,post_box
McDonald's,48.8579329,2.351487,fast_food
Unknown,48.851505,2.3430786,taxi
Société Générale,48.8500896,2.3428486,bank
Le Champo,48.8499668,2.3431463,cinema
Reflet Médicis,48.8497506,2.3430251,cinema
Le Reflet,48.8497449,2.3428033,bar
Unknown,48.84819,2.3416831,atm
Panthéon,48.847329,2.3412959,taxi
Unknown,48.846128,2.340049,toilets
McDonald's,48.8307218,2.3566884,fast_food
KFC,48.8307708,2.3567939,fast_food
Bibliothèque Italie,48.8308701,2.3570791,library
BNP Paribas,48.8327092,2.362562,bank
Pharmacie Bichet,48.8317439,2.3618766,pharmacy
Le Pick Clops,48.8567082,2.357013,cafe
UGC Gobelins,48.8328449,2.3541908,cinema
Pathé Les Fauvettes,48.8335351,2.3537862,cinema
CCF,48.830478,2.3562573,bank
Unknown,48.8312038,2.356553,taxi
La Manufacture,48.8333136,2.3539211,cafe
Le Sud,48.8336129,2.3544305,cafe
BNP Paribas,48.832605,2.3544168,bank
Unknown,48.8323227,2.3581872,bicycle_parking
Unknown,48.8921108,2.3751961,recycling
Paris Les Tourelles,48.8770457,2.405094,post_office
Unknown,48.8770622,2.4052339,atm
Unknown,48.8527942,2.4060014,post_box
Van An,48.833417,2.355449,restaurant
Café Panis,48.8522009,2.3483718,cafe
MK2 Odéon,48.8524157,2.3382646,cinema
Au Chien qui Fume,48.8457103,2.3192202,restaurant
Caféothèque de Paris,48.8544379,2.3558365,cafe
Thaiger,48.8523496,2.3444308,restaurant
Tribeca,48.856812,2.3062305,restaurant
Société Générale,48.8530182,2.4058632,bank
Le Terminus Nation,48.848497,2.399551,restaurant
Le Dalou,48.8478383,2.3975522,restaurant
Puzzle,48.8416794,2.3413818,bar
Guenmaï,48.8540277,2.3358692,restaurant
Maison Européenne de la Photographie,48.8551205,2.3589562,arts_centre
Krishna Bhavan,48.8828817,2.3596543,restaurant
Cellar,48.8641427,2.3676774,restaurant
Société Générale,48.8554073,2.3268543,bank
Police nationale,48.8503222,2.3325549,police
La Fauvette,48.8682662,2.3721118,cafe
Pharmacie Saint Maur Saint-Louis,48.8718988,2.3720288,pharmacy
Crédit Agricole,48.8697681,2.3709319,bank
Unknown,48.8704478,2.3893858,bicycle_parking
BNP Paribas,48.8613085,2.3773442,bank
Société Générale,48.8612386,2.3747133,bank
BRED,48.8643658,2.3783523,bank
Unknown,48.8546172,2.2767542,post_box
BNP Paribas,48.8535631,2.3335139,bank
Banque Populaire,48.8416103,2.3228315,bank
Pharmacie Edgar Quinet,48.8412432,2.3252996,pharmacy
Le Point Ephémère,48.8814118,2.3684839,arts_centre
Paris Sambre et Meuse,48.8742965,2.3737133,post_office
BNP Paribas,48.8706166,2.3708239,bank
Unknown,48.8695454,2.382062,post_box
Unknown,48.8695442,2.3822001,bicycle_parking
Unknown,48.8701146,2.3842444,recycling
Unknown,48.870221,2.3848877,bicycle_parking
Unknown,48.8703437,2.3866812,recycling
Panda Fast Food,48.8795777,2.3630134,fast_food
Unknown,48.8715131,2.3862265,post_box
Unknown,48.8715476,2.3873059,recycling
Unknown,48.8727022,2.3841771,recycling
Unknown,48.8690009,2.3856776,recycling
Unknown,48.8692732,2.3856895,bicycle_parking
Société Générale,48.8778698,2.3509743,bank
BNP Paribas,48.852947,2.3434116,bank
Pause Café,48.8534134,2.3767225,cafe
Unknown,48.8732645,2.3826127,bicycle_parking
Unknown,48.87159,2.3812711,bicycle_parking
Unknown,48.8701639,2.3795547,bicycle_parking
Grande pharmacie de Belleville,48.8701219,2.3796681,pharmacy
Unknown,48.8702919,2.3816397,bicycle_parking
Unknown,48.8725998,2.3785841,recycling
Unknown,48.8690226,2.3828779,motorcycle_parking
Pharmacie 43,48.8689687,2.3854808,pharmacy
Unknown,48.8673692,2.3831,recycling
Unknown,48.8674758,2.3831632,bicycle_parking
Unknown,48.8681179,2.385662,bicycle_parking
Bourse,48.8694555,2.3406786,parking
Little Temple Bar,48.8522494,2.3344273,pub
Aux Bons Amis,48.8742283,2.3755427,restaurant
Unknown,48.8683277,2.3500955,recycling
Unknown,48.8810365,2.354048,taxi
Unknown,48.8692039,2.3485759,bicycle_parking
Unknown,48.8702235,2.3490322,bicycle_parking
Banque de France,48.8535279,2.3681762,bank
Le Tournesol,48.8404976,2.3244044,restaurant
Aprium Pharmacie Montparnasse,48.8431992,2.3244536,pharmacy
Unknown,48.8949604,2.3648581,recycling
Unknown,48.8489462,2.3729231,recycling
Unknown,48.8482704,2.3714315,recycling
Unknown,48.8484651,2.3724452,post_box
Unknown,48.8470432,2.3752286,recycling
Unknown,48.8470892,2.4158499,post_box
La Place Verte,48.8659333,2.3775773,bar
Unknown,48.8462106,2.4156776,post_box
Unknown,48.8818854,2.3342983,bicycle_parking
La Criée,48.8882137,2.3785003,restaurant
Kouto,48.872313,2.3492571,bar
Unknown,48.8802443,2.3966361,recycling
Pharmacie Maraichers,48.8533987,2.406081,pharmacy
Pharmacie Centrale des Pyrénées,48.8573349,2.4038534,pharmacy
Le Théâtre,48.8491569,2.2872385,restaurant
Paris Jeanne D'arc,48.8305048,2.3677879,post_office
Unknown,48.8405017,2.3540262,bicycle_parking
Unknown,48.8406418,2.3541771,recycling
Unknown,48.8460321,2.3758627,recycling
Unknown,48.8460309,2.3745805,waste_basket
Unknown,48.8457967,2.3709748,bicycle_parking
Unknown,48.850694,2.3903108,bicycle_parking
Paris Sainte-Marguerite,48.8518448,2.389095,post_office
École maternelle publique Souzy,48.8517486,2.3881145,school
École Primaire,48.8515667,2.3867566,school
Unknown,48.8523206,2.3894881,post_box
Citroën Cévennes,48.8388357,2.2765269,parking
Romain Rolland,48.8203312,2.3230121,bicycle_rental
Unknown,48.8321832,2.3411866,motorcycle_parking
Unknown,48.8387859,2.3504803,fountain
Unknown,48.8398577,2.3474231,recycling
Parking Charléty Coubertin,48.817687,2.3444409,parking
CIC,48.8468363,2.2851518,atm
Crédit Mutuel,48.8488408,2.2872412,bank
Unknown,48.8460504,2.3085941,recycling
Unknown,48.8525976,2.3324258,recycling
Unknown,48.839906,2.2738946,parking
Unknown,48.8477278,2.3675827,recycling
Espace tri Poterne des Peupliers,48.816745,2.3551427,recycling
Unknown,48.8516101,2.2915432,recycling
Paris Post Office,39.6125349,-87.6933595,post_office
Cedar Hill Cemetery,33.6651382,-95.5976148,grave_yard
Cedar Hill School,33.6692717,-95.5916253,school
Providence Church,33.6981615,-95.4955114,place_of_worship
Temple Church,36.3025575,-88.293654,place_of_worship
Trinity Church,36.3052272,-88.293498,place_of_worship
Restlawn Cemetery,33.7256605,-95.5477354,grave_yard
Central High School,36.3103357,-88.3400443,school
Crutchfield Cemetery,36.298947,-88.345878,grave_yard
Travis Junior High School,33.6637162,-95.593292,school
Henry County Training School,36.3050578,-88.3228216,school
Maplewood Church,36.2866577,-88.3284328,place_of_worship
Northside Church,36.3110326,-88.3170779,place_of_worship
Paris Memorial Cemetery,36.2853355,-88.3003212,grave_yard
Pilgrim Church,36.2958307,-88.3124725,place_of_worship
Robert E Lee School,36.3058912,-88.330044,school
Grace Temple Church of God in Christ,33.6701055,-95.5538463,place_of_worship
Overcomer Church of God in Christ,33.6698276,-95.5630133,place_of_worship
Peace Lutheran Church,33.6639946,-95.5444016,place_of_worship
Mount Zion Methodist Church,33.6698277,-95.5546796,place_of_worship
The Church of Jesus Christ of Latter-day Saints,33.6658509,-95.5206712,place_of_worship
Greater New Faith Baptist Church,33.670661,-95.5560686,place_of_worship
Mount Canaan Baptist Church,33.648439,-95.5555129,place_of_worship
New Birth Baptist Church,33.6698273,-95.5835694,place_of_worship
New Hope Baptist Church,33.6428842,-95.5032891,place_of_worship
New Salem Baptist Church,33.675661,-95.5538464,place_of_worship
Northwest Baptist Church,33.6714942,-95.5694024,place_of_worship
Providence Baptist Church,33.669828,-95.5296789,place_of_worship
Saint John Baptist Church,33.6764944,-95.5424571,place_of_worship
Saint Luke Baptist Church,33.6698273,-95.5866251,place_of_worship
Solid Rock Baptist Church,33.6728831,-95.5674579,place_of_worship
Springlake Baptist Church,33.6480875,-95.5112569,place_of_worship
Victory Baptist Church,33.666217,-95.5202341,place_of_worship
Church of Christ,33.660939,-95.542457,place_of_worship
Church of Christ Tudor Street,33.6678004,-95.5540176,place_of_worship
Church of Christ Westwood,33.6631607,-95.5921807,place_of_worship
North East Church of Christ,33.6723279,-95.5366236,place_of_worship
Church of God,33.6589939,-95.6085701,place_of_worship
El Bethel Baptist Church,33.6698273,-95.5896807,place_of_worship
Galilee Full Gospel Baptist Church,33.6676055,-95.5502351,place_of_worship
Barber Cemetery,36.2900574,-88.2803205,grave_yard
Saint Pauls Baptist Church,33.6670505,-95.5005113,place_of_worship
Atkins Porter School,36.2997259,-88.3177301,school
McCampbell Cemetery,36.2915517,-88.3279883,grave_yard
Tharpe Cemetery,36.3042243,-88.3061544,grave_yard
Grove Junior High School,36.292558,-88.3292109,school
Paris Post Office,36.3017246,-88.3261551,post_office
La Boule Noire,48.882343,2.3402758,theatre
Saint Francis Cabrini Church,39.4701266,-92.01068,place_of_worship
Fairview Cemetery,44.2075701,-70.4947813,grave_yard
Hillside Cemetery,44.2514585,-70.4989483,grave_yard
Partridge Cemetery,44.2942355,-70.4803377,grave_yard
Whittemore Cemetery,44.2661805,-70.4661704,grave_yard
Deering Memorial United Methodist Church,44.2236809,-70.5217264,place_of_worship
First Congregational Church,44.2225699,-70.5108929,place_of_worship
Paris Hill Bible Church,44.2612079,-70.5016956,place_of_worship
South Paris Unitarian Universalist Church,44.2222135,-70.5128947,place_of_worship
Trinity Evangelical Lutheran Church,44.223681,-70.5031149,place_of_worship
Paris High School,38.2125765,-84.2549314,school
South Side School,38.2042432,-84.2599315,school
Western High School,38.2134097,-84.2590982,school
Emerson School,42.2288161,-111.4004847,school
Oakwood Cemetery,35.2911992,-93.7157502,grave_yard
First Baptist Church,35.293977,-93.7296395,place_of_worship
Church of Christ,35.2936992,-93.7260283,place_of_worship
Paris Middle School,35.2964931,-93.721685,school
Saint Joseph School,35.2913972,-93.7330465,school
Paris Elementary School,35.2914195,-93.7145333,school
Unknown,48.8826673,2.3364768,toilets
Sarl Pharmacie Place Denfert-Rochereau,48.8346489,2.3330683,pharmacy
Unknown,48.8313514,2.3356899,parking_entrance
Unknown,48.8848011,2.3248579,post_box
Unknown,48.8572799,2.2651673,post_box
Café Juliette,48.8514932,2.398692,restaurant
Paris Post Ofice,35.2936992,-93.7301951,post_office
Paris Fire Department,35.2929386,-93.7279736,fire_station
Paris Police Department,35.2916081,-93.7135982,police
Logan County Sheriff's Office,35.28979,-93.7127285,police
Unknown,48.8381888,2.2785655,post_box
Unknown,48.8385082,2.2819249,post_box
Unknown,48.8361965,2.2933747,post_box
Unknown,48.8340248,2.2852945,post_box
Unknown,48.8311316,2.2922791,post_box
Unknown,48.8349694,2.3004268,post_box
Unknown,48.8504767,2.382585,post_box
Unknown,48.8499521,2.3844522,post_box
Unknown,48.8574923,2.3804674,post_box
Henry County Courthouse,36.3023049,-88.325935,courthouse
Paris City Hall,36.3025579,-88.3286551,townhall
AM and Welma Aikin Junior Regional Archives,33.6539948,-95.5324566,public_building
Unknown,48.8976904,2.3257252,post_box
Unknown,48.8929376,2.3162818,post_box
Unknown,48.8913837,2.3203746,post_box
Unknown,48.8929162,2.3275234,post_box
Unknown,48.8946526,2.3260019,post_box
Unknown,48.8960162,2.3267063,post_box
Unknown,48.8741081,2.3268361,post_box
Unknown,48.8813964,2.3315616,post_box
Unknown,48.8698925,2.3226128,post_box
Unknown,48.8690381,2.324437,post_box
Unknown,48.8682809,2.308938,post_box
Unknown,48.867583,2.3075899,post_box
Unknown,48.8662025,2.3081853,post_box
Unknown,48.8672033,2.3175552,drinking_water
Unknown,48.8567887,2.2922671,post_box
Unknown,48.8529321,2.2969554,post_box
Unknown,48.851043,2.3006526,post_box
Unknown,48.8496077,2.2986132,post_box
Le Bistrot des Plantes,48.8300837,2.3230365,restaurant
Unknown,48.829681,2.3218792,atm
Gourmet d'Alésia,48.829518,2.3227055,fast_food
Cabinet vétérinaire,48.829754,2.3228523,veterinary
Café Charlot,48.8630156,2.3625783,restaurant
L’Estaminet des Enfants Rouges,48.862879,2.361721,restaurant
Unknown,48.849647,2.3599459,bench
Unknown,48.8495349,2.3601438,bench
Le Boucl'art,48.8528282,2.4062488,restaurant
Unknown,48.8316492,2.2999377,toilets
Crédit Agricole,48.8514868,2.4001157,bank
Caisse d'Épargne,48.851724,2.4013602,bank
Les Pipos,48.8474779,2.3483547,restaurant
Unknown,48.8583355,2.4147171,toilets
BRED,48.8521024,2.4034631,bank
Grande Pharmacie d'Avron,48.8519996,2.4016737,pharmacy
Unknown,48.8514736,2.3982217,post_box
Unknown,48.8529074,2.3973531,bicycle_parking
Unknown,48.8539232,2.3938833,parking
Unknown,48.8537772,2.396003,bicycle_parking
Unknown,48.8547572,2.3940413,toilets
Hanawa,48.8672258,2.3079158,restaurant
Unknown,48.8332573,2.333217,post_box
Brasserie Wepler,48.8838613,2.3277184,restaurant
Café des 2 Moulins,48.8849197,2.333654,cafe
Le Basilic,48.8861622,2.3341007,restaurant
Café de la Musique,48.889198,2.3931104,cafe
Unknown,48.8412171,2.3745004,bicycle_parking
Le Bon Pêcheur,48.8619895,2.348435,restaurant
Au Père Tranquille,48.862198,2.3485488,restaurant
Pharmacie Goncourt,48.8697016,2.3714823,pharmacy
Caisse d'Épargne,48.869581,2.3715694,bank
Caisse d'Épargne,48.8689135,2.3720553,bank
CIC,48.8687983,2.3721757,bank
Pharmacie des Cliniques,48.8663678,2.3735097,pharmacy
BNP Paribas,48.8653,2.3752307,bank
Café Charbon,48.8658567,2.3778299,bar
Pharmacie Saint-Maur Oberkampf,48.8658968,2.3774054,pharmacy
Au Chat Noir,48.867249,2.376097,cafe
Marquise Café,48.8671688,2.3758869,bar
Unknown,48.8713745,2.3723412,bicycle_parking
Unknown,48.8735018,2.3704852,bicycle_parking
Unknown,48.8747466,2.3721136,bicycle_parking
Unknown,48.8754558,2.3702131,motorcycle_parking
Unknown,48.8756333,2.3688579,bicycle_parking
Unknown,48.8740565,2.3704295,motorcycle_parking
Unknown,48.8761566,2.3705733,bicycle_parking
Unknown,48.8767843,2.3701909,bicycle_parking
Unknown,48.8766979,2.3671925,bicycle_parking
Louis Blanc - Jemmapes,48.879237,2.3686218,bicycle_rental
Unknown,48.8755278,2.3677045,motorcycle_parking
Unknown,48.8750608,2.3672145,bicycle_parking
Pharmacie de l'Hôpital Saint-Louis,48.8736618,2.3646917,pharmacy
Unknown,48.8735521,2.3651158,motorcycle_parking
Unknown,48.8728146,2.3664992,motorcycle_parking
Unknown,48.8718526,2.3655322,motorcycle_parking
Le Bistrot des Oies,48.8718909,2.3674589,restaurant
Unknown,48.8715844,2.3675639,motorcycle_parking
Unknown,48.87163,2.3680234,motorcycle_parking
Unknown,48.8723022,2.3695981,toilets
Unknown,48.8696706,2.3692407,bicycle_parking
Unknown,48.8710595,2.3701442,motorcycle_parking
Unknown,48.8706915,2.3704032,motorcycle_parking
Pharmacie Tomasini Cohen,48.8701624,2.3706958,pharmacy
Unknown,48.8699052,2.3712075,recycling
Centre dentaire et ophtalmologie Paris 10 - Belleville,48.8720336,2.3765707,doctors
Pharmacie Mimouni,48.8706026,2.3727062,pharmacy
Unknown,48.8687314,2.3723378,bicycle_parking
Unknown,48.8683203,2.3721799,motorcycle_parking
Unknown,48.8683338,2.3698757,bicycle_parking
Unknown,48.8680633,2.3727534,bicycle_parking
Unknown,48.8681448,2.373739,motorcycle_parking
Unknown,48.8679859,2.3782324,motorcycle_parking
Pharmacie Choumin,48.8663019,2.3713203,pharmacy
Piccola Mia,48.8664056,2.3652791,restaurant
Indiana,48.8663597,2.3644497,restaurant
BNP Paribas,48.8673441,2.3627982,bank
Popeyes,48.8674541,2.3626287,fast_food
Kani,48.867516,2.3625173,restaurant
McDonald's,48.8676055,2.3623607,fast_food
KFC,48.8676948,2.3622183,fast_food
Burger King,48.8677893,2.3620618,fast_food
Le Little,48.8667141,2.3660388,bar
Bistrot Pop,48.8668187,2.3672972,cafe
Centre médico-dentaire,48.8666115,2.3684395,dentist
French Karib',48.8662257,2.3686351,fast_food
Arlecchino,48.8652936,2.3734738,restaurant
McDonald's,48.8654797,2.3747464,fast_food
Les Anemones,48.8653692,2.3748561,bar
Crédit du Nord,48.8652053,2.3758875,bank
Le Soleil Levant,48.864844,2.3777175,cafe
BNP Paribas,48.8629273,2.3859696,bank
Unknown,48.8631553,2.3869265,bicycle_parking
Unknown,48.8641296,2.385961,recycling
Unknown,48.8640692,2.3863363,bicycle_parking
Haut les Cœurs,48.8641179,2.3865178,bar
La Mère Lachaise,48.864331,2.3862796,restaurant
Unknown,48.8652815,2.3850044,recycling
Auberge des Artistes,48.8661952,2.384193,cafe
Numidia,48.8662414,2.3841221,restaurant
Pharmacie du 20ème,48.8666671,2.3837961,pharmacy
LCL,48.8669455,2.3836854,bank
KFC,48.8670613,2.3836164,fast_food
Caisse d'Épargne,48.8672281,2.3825307,bank
McDonald's,48.8670436,2.3824226,fast_food
Dolce Café,48.8667112,2.3828574,cafe
Le Grenier,48.8665829,2.3816081,bar
Les Marquises (Ex O'berzinc),48.8667135,2.3812373,bar
Unknown,48.8663851,2.3814876,bicycle_parking
Unknown,48.8666422,2.3812622,motorcycle_parking
Oberkafé,48.8664093,2.3800294,bar
Kouchi Yaki,48.866153,2.3798466,restaurant
Unknown,48.8662463,2.3799343,motorcycle_parking
Le Quartier Général Oberkampf,48.8657119,2.377125,bar
Le Jumeyrah,48.865106,2.3775521,restaurant
Taira,48.8657923,2.3770745,restaurant
Le bap,48.8658873,2.3769721,pub
Kyobashi,48.8662313,2.3766863,restaurant
Nun's Café,48.8668323,2.3764592,bar
Anika,48.866856,2.3764374,restaurant
La Contrescarpe,48.8442805,2.3494077,bar
Chauds Les Sandwichs,48.8460777,2.3542886,fast_food
Schmoutz,48.8680409,2.3753921,restaurant
Chair De Poule,48.8676394,2.3754366,bar
Unknown,48.867445,2.3750281,bicycle_parking
Comédie des 3 bornes,48.8674856,2.3754516,theatre
Le Métro,48.8689436,2.3802717,cafe
L'Assassin,48.8687712,2.3799862,bar
Unknown,48.8687118,2.3798647,pharmacy
Unknown,48.8680671,2.3788237,bicycle_parking
Unknown,48.8679964,2.3784165,recycling
Onze bar,48.8681035,2.3782452,pub
McDonald's,48.8445017,2.3247331,fast_food
Flam's,48.8598868,2.3476311,restaurant
The Moose Bar,48.8518241,2.3377078,bar
Unknown,48.87198,2.3643793,recycling
L'Escargot,48.877031,2.3879568,pub
Pharmacie Principale,48.8680375,2.3866814,pharmacy
Uva,48.8645121,2.3683814,bar
Unknown,48.8641829,2.3687115,motorcycle_parking
Unknown,48.8805192,2.2865793,fuel
Unknown,48.8324194,2.3618921,bench
Bomby's Cafe,48.8317268,2.3568922,cafe
Le Fumaillon,48.8321515,2.3564215,cafe
LCL,48.8318807,2.3568124,bank
Chez Dudule,48.8309612,2.357341,cafe
Unknown,48.8314699,2.3578673,recycling
Jules,48.830613,2.3545699,cafe
McDonald's,48.8259948,2.3570144,fast_food
La table d'Aligre,48.8491407,2.3785568,restaurant
Unknown,48.8491774,2.3781154,post_box
Le Calumet,48.845564,2.3806988,cafe
Pharmacie Diderot,48.8463393,2.3794911,pharmacy
Pharmacie Froux,48.8468182,2.3839633,pharmacy
Les Bombis,48.846715,2.3839386,restaurant
Saint-Éloi,48.8454696,2.3871278,library
Bibliothèque Diderot,48.8459092,2.3777264,library
Médiathèque Violette Leduc,48.8515576,2.3841021,library
Bibliothèque Parmentier,48.860236,2.3791681,library
Pharmacie Benhamou,48.8483622,2.3941331,pharmacy
Unknown,48.8505246,2.3758222,recycling
La commune libre d'Aligre,48.8479621,2.3771639,restaurant
La Grille,48.8486594,2.3777375,cafe
Le Crozatier,48.8480388,2.3805088,cafe
Nous 4,48.8468326,2.3790947,restaurant
Le Penty,48.8489783,2.3772212,cafe
Le Baron Rouge,48.8494401,2.377381,bar
Les Cuves de Fauve,48.8532762,2.3792125,pub
Bistro Les Cousins,48.8508829,2.3784248,bar
Le faubourg,48.8511991,2.3757858,cafe
Bistrot du Coin,48.8498165,2.3742536,cafe
Le Bar à Mines,48.8494366,2.3743781,pub
Les Affranchis,48.8483966,2.3726008,restaurant
Le Botaniste,48.8490362,2.3712506,restaurant
Les Garnements,48.8477004,2.3736634,restaurant
The Madison,48.8447706,2.3779554,restaurant
Le Lys d'or,48.8451286,2.3836536,restaurant
Chapelle de l'Agneau de Dieu,48.844602,2.377527,place_of_worship
École élémentaire Diderot,48.8460766,2.3773448,school
Bibliothèque Forney,48.8534078,2.3591424,library
